Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
USPH,U.S. Physical Therapy Inc.,50.06,$621.8M,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
SLCA,U.S. Silica Holdings Inc.,19.85,$1.06B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/slca
UBS,UBS AG,19.36,$72.66B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs
UBS^D,UBS AG,19.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubs^d
UCP,UCP Inc.,7.43,$59.55M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ucp
UGI,UGI Corporation,33.25,$5.73B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UIL,UIL Holdings Corporation,48,$2.72B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/uil
UPL,Ultra Petroleum Corp.,2.98,$456.7M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/upl
UGP,Ultrapar Participacoes S.A.,16.74,$9.31B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
UMH,UMH Properties Inc.,9.6,$259.31M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/umh
UMH^A,UMH Properties Inc.,25.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^a
UMH^B,UMH Properties Inc.,26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^b
UA,Under Armour Inc.,86.58,$18.69B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua
UFI,Unifi Inc.,29.9,$532.42M,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/ufi
UNF,Unifirst Corporation,107.77,$2.17B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/unf
UN,Unilever NV,44.05,$133.25B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un
UL,Unilever PLC,43.31,$123.05B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul
UNP,Union Pacific Corporation,77.29,$66.01B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp
UIS,Unisys Corporation,12.26,$612.19M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
UNT,Unit Corporation,13.53,$682.11M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/unt
UAL,United Continental Holdings Inc.,60.52,$22.56B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual
UDR,United Dominion Realty Trust Inc.,36.42,$9.54B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr
UMC,United Microelectronics Corporation,1.88,$4.74B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
UPS,United Parcel Service Inc.,102.45,$91.22B,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups
URI,United Rentals Inc.,70.46,$6.54B,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
USM,United States Cellular Corporation,41.49,$3.5B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,25.39,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,25.44,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,24.98,n/a,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,United States Steel Corporation,7.09,$1.04B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,United Technologies Corporation,95.91,$85.07B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,115.91,$110.47B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,35.44,$495.57M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,Univar Inc.,17.33,$2.39B,2015,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UAM,Universal American Corp.,6.66,$559.61M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/uam
UVV,Universal Corporation,55.78,$1.27B,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,51.24,$682.82M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,Universal Health Services Inc.,117.09,$11.53B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,21.62,$769.68M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,3.5,$84.48M,2003,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/uti
UNM,Unum Group,36.31,$8.84B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,Urban Edge Properties,23.46,$2.33B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,20.31,$728.51M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,17.81,$638.84M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^F,Urstadt Biddle Properties Inc.,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^f
UBP^G,Urstadt Biddle Properties Inc.,26.3398,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USAC,USA Compression Partners LP,12.12,$625.9M,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
USNA,USANA Health Sciences Inc.,133.31,$1.7B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/usna
USDP,USD Partners LP,7.5,$156.47M,2014,Transportation,Railroads,http://www.nasdaq.com/symbol/usdp
USG,USG Corporation,23.51,$3.42B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/usg
BIF,USLIFE Income Fund Inc.,7.85,$200.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bif
VFC,V.F. Corporation,64.57,$27.53B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc
EGY,Vaalco Energy Inc,1.58,$92.28M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egy
MTN,Vail Resorts Inc.,125.58,$4.59B,1997,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mtn
VALE,VALE S.A.,3.22,$16.59B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vale
VALE.P,VALE S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vale.p
VRX,Valeant Pharmaceuticals International Inc.,92.24,$31.47B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLO,Valero Energy Corporation,70.79,$34.09B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
VLP,Valero Energy Partners LP,42.1,$2.57B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/vlp
VHI,Valhi Inc.,1.56,$529.06M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vhi
VR,Validus Holdings Ltd.,47.94,$3.93B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/vr
VLY,Valley National Bancorp,10.57,$2.46B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
VLY.WS,Valley National Bancorp,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly.ws
VLY^A,Valley National Bancorp,27.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
VMI,Valmont Industries Inc.,112.2,$2.58B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
VAL,Valspar Corporation (The),84.64,$6.73B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/val
VNTV,Vantiv Inc.,51.8,$9.63B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv
VAR,Varian Medical Systems Inc.,80.56,$7.81B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var
VGR,Vector Group Ltd.,24.86,$3.05B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/vgr
VVC,Vectren Corporation,41.71,$3.45B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/vvc
VEC,Vectrus Inc.,22.55,$238.99M,2014,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/vec
VEDL,Vedanta  Limited,5.31,$3.94B,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vedl
VEEV,Veeva Systems Inc.,27.24,$3.61B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
VTRB,Ventas Realty Limited Partnership // Ventas Capital Corporati,26.52,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtrb
VTR,Ventas Inc.,53.82,$17.92B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr
VER,VEREIT Inc.,8.15,$7.38B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ver
VER^F,VEREIT Inc.,24.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ver^f
PAY,Verifone Systems Inc.,27.2,$3.13B,2005,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pay
VRTV,Veritiv Corporation,37.53,$600.48M,2014,Consumer Services,Paper,http://www.nasdaq.com/symbol/vrtv
VZ,Verizon Communications Inc.,46.06,$187.41B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz
VZA,Verizon Communications Inc.,27.49,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vza
VET,Vermilion Energy Inc.,25.97,$2.89B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vet
VVI,Viad Corp,31.24,$629.07M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vvi
VCO,Vina Concha Y Toro,29.85,$1.11B,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/vco
VNCE,Vince Holding Corp.,5.69,$209.25M,2013,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/vnce
VMEM,Violin Memory Inc.,0.8885,$86.53M,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/vmem
VIPS,Vipshop Holdings Limited,16.14,$9.39B,2012,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/vips
VGI,Virtus Global Multi-Sector Income Fund,14.18,$159.6M,2012,n/a,n/a,http://www.nasdaq.com/symbol/vgi
DCA,Virtus Total Return Fund,3.74,$102.72M,2005,n/a,n/a,http://www.nasdaq.com/symbol/dca
V,Visa Inc.,79.55,$175.93B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v
VSH,Vishay Intertechnology Inc.,11.75,$1.73B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vsh
VPG,Vishay Precision Group Inc.,11.89,$156.59M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vpg
VSTO,Vista Outdoor Inc.,44.03,$2.74B,2015,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/vsto
VC,Visteon Corporation,119.7,$4.89B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc
VSI,Vitamin Shoppe Inc,32.71,$952.53M,2009,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/vsi
VSLR,Vivint Solar Inc.,8.56,$911.96M,2014,Capital Goods,Building Products,http://www.nasdaq.com/symbol/vslr
VMW,Vmware Inc.,60.76,$25.58B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
VOC,VOC Energy Trust,2.93,$49.81M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/voc
VCRA,Vocera Communications Inc.,12.9,$338.05M,2012,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vcra
VG,Vonage Holdings Corp.,6.12,$1.31B,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vg
VNO,Vornado Realty Trust,98.14,$18.5B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vno
VNO^G,Vornado Realty Trust,25.496,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^g
VNO^I,Vornado Realty Trust,25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^i
VNO^J,Vornado Realty Trust,25.8204,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^j
VNO^K,Vornado Realty Trust,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^k
VNO^L,Vornado Realty Trust,24.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^l
VJET,voxeljet AG,5.01,$93.19M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vjet
IAE,Voya Asia Pacific High Dividend Equity Income Fund,9.13,$115.5M,2007,n/a,n/a,http://www.nasdaq.com/symbol/iae
IHD,Voya Emerging Markets High Income Dividend Equity Fund,7.74,$151.24M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ihd
VOYA,Voya Financial Inc.,40,$8.61B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/voya
IGA,Voya Global Advantage and Premium Opportunity Fund,10.84,$198.95M,2005,n/a,n/a,http://www.nasdaq.com/symbol/iga
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,7.11,$693.57M,2005,n/a,n/a,http://www.nasdaq.com/symbol/igd
IDE,Voya Infrastructure Industrials and Materials Fund,12.37,$244.99M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ide
IID,Voya International High Dividend Equity Income Fund,6.43,$54.02M,2007,n/a,n/a,http://www.nasdaq.com/symbol/iid
IRR,Voya Natural Resources Equity Income Fund,5.81,$132.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irr
PPR,Voya Prime Rate Trust,4.93,$728.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ppr
VTTI,VTTI Energy Partners LP,17.29,$695.92M,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/vtti
VMC,Vulcan Materials Company,97.93,$13.06B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/vmc
WTI,W&T Offshore Inc.,3.37,$256.16M,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wti
WPC,W.P. Carey Inc.,60.99,$6.37B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wpc
WRB,W.R. Berkley Corporation,56.32,$6.94B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wrb
WRB^B,W.R. Berkley Corporation,25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^b
GRA,W.R. Grace & Co.,97.55,$6.89B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gra
GWW,W.W. Grainger Inc.,198.43,$12.46B,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/gww
WNC,Wabash National Corporation,11.55,$768.04M,1991,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/wnc
WBC,Wabco Holdings Inc.,100.06,$5.74B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/wbc
WDR,Waddell & Reed Financial Inc.,34.88,$2.89B,1998,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wdr
WAGE,WageWorks Inc.,42.46,$1.53B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wage
WD,Walker & Dunlop Inc.,29.12,$890.09M,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wd
WMT,Wal-Mart Stores Inc.,60.5,$193.71B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt
DIS,Walt Disney Company (The),113.83,$188.18B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis
WAC,Walter Investment Management Corp.,12.72,$480.85M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wac
WRE,Washington Real Estate Investment Trust,27.97,$1.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wre
WCN,Waste Connections Inc.,55.23,$6.76B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wcn
WM,Waste Management Inc.,52.1,$23.26B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm
WAT,Waters Corporation,130.81,$10.68B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wat
WSO,Watsco Inc.,126.08,$4.45B,n/a,Consumer Durables,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wso
WSO.B,Watsco Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wso.b
WTS,Watts Water Technologies Inc.,54.56,$1.88B,1986,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wts
WPP,Wausau Paper Corp.,10.24,$512.84M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/wpp
W,Wayfair Inc.,44.75,$3.76B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/w
WCIC,WCI Communities Inc.,23.49,$613.07M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wcic
WFT,Weatherford International plc,9.58,$7.46B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/wft
WBS,Webster Financial Corporation,39.35,$3.61B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wbs
WBS.WS,Webster Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wbs.ws
WBS^E,Webster Financial Corporation,25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wbs^e
WEC,WEC Energy Group Inc.,50.08,$15.81B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec
WTW,Weight Watchers International Inc,26.17,$1.66B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/wtw
WRI,Weingarten Realty Investors,34.1,$4.23B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wri
WMK,Weis Markets Inc.,42.53,$1.14B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wmk
WCG,WellCare Health Plans Inc.,79.98,$3.53B,2004,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/wcg
WFC,Wells Fargo & Company,55.42,$283.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfc
WFC.WS,Wells Fargo & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc.ws
WFC^J,Wells Fargo & Company,27.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^j
WFC^L,Wells Fargo & Company,1163.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^l
WFC^N,Wells Fargo & Company,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^n
WFC^O,Wells Fargo & Company,24.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^o
WFC^P,Wells Fargo & Company,25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^p
WFC^Q,Wells Fargo & Company,25.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^q
WFC^R,Wells Fargo & Company,28.355,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^r
WFC^T,Wells Fargo & Company,26.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^t
WFC^V,Wells Fargo & Company,25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^v
WFE^A,Wells Fargo & Company,26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfe^a
EOD,Wells Fargo Advantage Global Dividend Opportunity Fund,6.03,$296.44M,2007,n/a,n/a,http://www.nasdaq.com/symbol/eod
HCN,Welltower Inc.,64.15,$22.7B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcn
HCN^I,Welltower Inc.,59.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcn^i
HCN^J,Welltower Inc.,26.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcn^j
WAIR,Wesco Aircraft Holdings Inc.,13.16,$1.29B,2011,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/wair
WCC,WESCO International Inc.,45.24,$1.91B,1999,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/wcc
WST,West Pharmaceutical Services Inc.,62.15,$4.48B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/wst
WR,Westar Energy Inc.,41.61,$5.88B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wr
WAL,Western Alliance Bancorporation,37.9,$3.88B,2005,Finance,Major Banks,http://www.nasdaq.com/symbol/wal
WEA,Western Asset Bond Fund,12.51,$148.68M,2002,n/a,n/a,http://www.nasdaq.com/symbol/wea
ESD,Western Asset Emerging Markets Debt Fund Inc,13.63,$419.72M,2003,n/a,n/a,http://www.nasdaq.com/symbol/esd
EMD,Western Asset Emerging Markets Income Fund Inc,9.72,$278.28M,1992,n/a,n/a,http://www.nasdaq.com/symbol/emd
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,16.22,$248.92M,2009,n/a,n/a,http://www.nasdaq.com/symbol/gdo
EHI,Western Asset Global High Income Fund Inc,8.83,$274.2M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ehi
GDF,Western Asset Global Partners Income Fund Inc.,7.97,$124.23M,1993,n/a,n/a,http://www.nasdaq.com/symbol/gdf
HIX,Western Asset High Income Fund II Inc.,6.5,$560.33M,1998,n/a,n/a,http://www.nasdaq.com/symbol/hix
HIO,Western Asset High Income Opportunity Fund Inc.,4.55,$380.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hio
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,14.0599,$320.33M,2010,n/a,n/a,http://www.nasdaq.com/symbol/hyi
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,20.57,$221.41M,2009,n/a,n/a,http://www.nasdaq.com/symbol/igi
MHY,Western Asset Managed High Income Fund Inc.,4.39,$207.22M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mhy
MMU,Western Asset Managed Municipals Fund Inc.,14.03,$600.83M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mmu
WMC,Western Asset Mortgage Capital Corporation,11.22,$470.34M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wmc
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,23.67,$246.42M,2010,n/a,n/a,http://www.nasdaq.com/symbol/dmo
MTT,Western Asset Municipal Defined Opportunity Trust Inc,23.51,$283.67M,2009,n/a,n/a,http://www.nasdaq.com/symbol/mtt
MHF,Western Asset Municipal High Income Fund Inc.,7.66,$165.46M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mhf
MNP,Western Asset Municipal Partners Fund Inc.,15.47,$150.35M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mnp
GFY,Western Asset Variable Rate Strategic Fund Inc.,15.83,$105.59M,2004,n/a,n/a,http://www.nasdaq.com/symbol/gfy
SBW,Western Asset Worldwide Income Fund Inc.,9.81,$127.7M,1993,n/a,n/a,http://www.nasdaq.com/symbol/sbw
WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,10.31,$630.81M,2004,n/a,n/a,http://www.nasdaq.com/symbol/wiw
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,10.63,$309.89M,2003,n/a,n/a,http://www.nasdaq.com/symbol/wia
